dry_gas,mail_gas,dev_gas,total_gas,dry_temp_rise,mail_temp_rise,dev_temp_rise,total_temp_rise,dry_efficiency,mail_efficiency,dev_efficiency,total_efficiency,batch_id,deviation,start_gas
12800.0,37650.0,4795.0,55245.0,-124.80000000000001,90.0,31.0,-3.8000000000000114,-0.9750000000000002,0.2390438247011952,0.6465067778936393,-0.006878450538510293,export-roasts_PR-4713.xls,878.7000000000014,20
12800.0,37550.0,3985.0,54335.0,-128.3,90.19999999999999,30.799999999999983,-7.30000000000004,-1.00234375,0.24021304926764311,0.772898368883312,-0.01343517070028534,export-roasts_PR-4714.xls,1295.4500000000005,20
12800.0,37590.0,4280.0,54670.0,-124.5,91.2,31.0,-2.299999999999997,-0.9726562500000001,0.24261771747805266,0.7242990654205608,-0.004207060545088709,export-roasts_PR-4902.xls,842.6000000000001,50
12500.0,34200.0,4700.0,51400.0,-128.8,89.19999999999999,32.0,-7.600000000000023,-1.0304,0.26081871345029234,0.6808510638297872,-0.014785992217898877,export-roasts_PR-4903.xls,1173.9500000000025,50
12800.0,37740.0,5695.0,56235.0,-128.10000000000002,90.60000000000001,33.099999999999994,-4.40000000000002,-1.0007812500000002,0.2400635930047695,0.5812115891132571,-0.007824308704543469,export-roasts_PR-4904.xls,1655.1999999999994,50
12800.0,37540.0,3510.0,53850.0,-129.3,91.69999999999999,29.69999999999999,-7.900000000000034,-1.01015625,0.2442727757059137,0.8461538461538458,-0.014670380687093842,export-roasts_PR-4905.xls,1223.7500000000002,50
12800.0,37570.0,3840.0,54210.0,-129.3,91.9,30.399999999999977,-7.000000000000028,-1.01015625,0.2446100612190578,0.7916666666666661,-0.012912746725696417,export-roasts_PR-4906.xls,1077.149999999999,50
12800.0,37580.0,4255.0,54635.0,-126.9,91.19999999999999,30.299999999999983,-5.400000000000034,-0.99140625,0.24268227780734428,0.7121034077555812,-0.009883774137457736,export-roasts_PR-4907.xls,690.6499999999997,50
12800.0,37540.0,3380.0,53720.0,-127.69999999999999,92.10000000000001,30.099999999999994,-5.499999999999986,-0.9976562499999999,0.24533830580713906,0.890532544378698,-0.010238272524199527,export-roasts_PR-4908.xls,1258.4500000000003,50
12800.0,37510.0,3260.0,53570.0,-127.8,91.89999999999999,30.0,-5.900000000000006,-0.9984375,0.24500133297787255,0.9202453987730062,-0.011013627030054145,export-roasts_PR-4909.xls,1743.1999999999985,50
12800.0,35000.0,4180.0,51980.0,-122.3,89.9,30.700000000000017,-1.6999999999999744,-0.9554687499999999,0.2568571428571429,0.7344497607655507,-0.00327048864948052,export-roasts_PR-4910.xls,1568.6999999999998,50
14190.0,35822.0,253.0,50265.0,-127.19999999999999,92.00000000000001,27.900000000000006,-7.299999999999969,-0.8964059196617336,0.2568254145497181,11.027667984189724,-0.014523027951855106,export-roasts_PR-5278.xls,4208.549999999992,50
12800.0,37630.0,4705.0,55135.0,-127.89999999999999,91.30000000000001,30.30000000000001,-6.299999999999969,-0.9992187499999999,0.2426255647090088,0.6439957492029758,-0.011426498594359244,export-roasts_PR-5381.xls,715.7499999999995,50
12800.0,37530.0,3535.0,53865.0,-129.7,93.2,29.0,-7.499999999999986,-1.01328125,0.24833466560085266,0.8203677510608205,-0.013923698134224425,export-roasts_PR-5382.xls,1176.3000000000002,50
12800.0,37690.0,5245.0,55735.0,-133.5,91.60000000000001,31.599999999999994,-10.299999999999997,-1.04296875,0.24303528787476786,0.6024785510009532,-0.01848030860321162,export-roasts_PR-5383.xls,1256.3999999999996,50
12800.0,37520.0,3535.0,53855.0,-128.7,93.5,29.099999999999994,-6.099999999999994,-1.00546875,0.2492004264392324,0.823196605374823,-0.011326710611828047,export-roasts_PR-5384.xls,1190.5000000000005,50
12800.0,37570.0,4075.0,54445.0,-132.8,93.0,29.30000000000001,-10.5,-1.0375,0.24753792919882883,0.7190184049079758,-0.01928551749471944,export-roasts_PR-5385.xls,636.8500000000017,50
12800.0,37820.0,6685.0,57305.0,-128.4,88.3,33.5,-6.6000000000000085,-1.003125,0.23347435219460605,0.5011219147344802,-0.01151731960561907,export-roasts_PR-5521.xls,2079.6,20
12800.0,37830.0,6595.0,57225.0,-129.0,87.80000000000001,33.30000000000001,-7.899999999999977,-1.0078125,0.23209093312186097,0.5049279757391966,-0.01380515508955872,export-roasts_PR-5523.xls,2067.1499999999996,30
12830.0,37830.0,6865.0,57525.0,-67.3,86.99999999999999,33.19999999999999,52.89999999999998,-0.524551831644583,0.22997620935765262,0.4836125273124543,0.09196001738374616,export-roasts_PR-5546.xls,3604.65,30
12800.0,37950.0,7675.0,58425.0,-124.9,86.7,34.599999999999994,-3.6000000000000085,-0.97578125,0.2284584980237154,0.4508143322475569,-0.006161745827984611,export-roasts_PR-5566.xls,3547.35,100
12800.0,33980.0,4975.0,51755.0,-124.19999999999999,89.8,31.69999999999999,-2.700000000000003,-0.9703125,0.2642731018246027,0.637185929648241,-0.005216887257269835,export-roasts_PR-5853.xls,927.95,20
12800.0,33300.0,5499.0,51599.0,-124.4,87.3,34.5,-2.6000000000000085,-0.971875,0.26216216216216215,0.6273867975995636,-0.0050388573421965704,export-roasts_PR-5855.xls,1754.7999999999981,20
12025.0,30610.0,7585.0,50220.0,-124.9,83.99999999999999,37.0,-3.90000000000002,-1.0386694386694386,0.27442012414243705,0.4878048780487805,-0.0077658303464755475,export-roasts_PR-5856.xls,2878.3999999999987,20
12800.0,37820.0,6325.0,56945.0,-124.3,87.0,36.10000000000002,-1.1999999999999744,-0.9710937499999999,0.2300370174510841,0.5707509881422929,-0.0021072965141803045,export-roasts_PR-6143.xls,2199.5499999999984,100
12800.0,37660.0,4795.0,55255.0,-128.7,90.19999999999999,33.79999999999998,-4.700000000000017,-1.00546875,0.23951141795007963,0.7049009384775804,-0.00850601755497243,export-roasts_PR-6144.xls,1107.7499999999961,30
12380.0,36090.0,5464.0,53934.0,-124.4,86.0,36.70000000000002,-1.6999999999999886,-1.0048465266558968,0.23829315599889167,0.6716691068814059,-0.0031520005933177372,export-roasts_PR-6314.xls,1912.4000000000137,20
12800.0,37800.0,5757.0,56357.0,-123.1,86.10000000000001,37.29999999999998,0.29999999999999716,-0.96171875,0.2277777777777778,0.6479068959527529,0.0005323207409904664,export-roasts_PR-6315.xls,2127.149999999995,20
12800.0,37610.0,4035.0,54445.0,-127.1,90.7,32.900000000000006,-3.499999999999986,-0.99296875,0.24115926615261898,0.8153655514250312,-0.006428505831573121,export-roasts_PR-6326.xls,1369.2499999999948,30
12800.0,37590.0,3975.0,54365.0,-124.3,90.39999999999999,32.5,-1.4000000000000057,-0.9710937499999999,0.2404894918861399,0.8176100628930818,-0.0025751862411478076,export-roasts_PR-6505.xls,1545.3500000000004,30
12800.0,37690.0,4658.0,55148.0,-124.60000000000001,88.6,35.0,-1.0000000000000142,-0.9734375,0.2350756168745025,0.7513954486904251,-0.001813302386305966,export-roasts_PR-6518.xls,1418.0999999999945,20
12800.0,37900.0,6285.0,56985.0,-123.79999999999998,87.3,38.0,1.5000000000000142,-0.9671874999999999,0.23034300791556728,0.6046141607000796,0.00263227165043435,export-roasts_PR-6519.xls,3113.2499999999923,20
12800.0,37640.0,4339.0,54779.0,-125.7,89.20000000000002,33.80000000000001,-2.6999999999999744,-0.9820312500000001,0.23698193411264618,0.7789813321041718,-0.004928896109823061,export-roasts_PR-6520.xls,1590.849999999994,20
12800.0,37760.0,5287.0,55847.0,-125.50000000000001,88.99999999999999,36.5,-2.842170943040401e-14,-0.9804687500000001,0.23569915254237286,0.6903726120673349,-5.0892097033688484e-17,export-roasts_PR-6521.xls,2364.699999999996,20
12800.0,37640.0,4233.0,54673.0,-124.4,90.0,33.69999999999999,-0.700000000000017,-0.971875,0.2391073326248672,0.7961256791873372,-0.0012803394728659796,export-roasts_PR-6522.xls,1588.9000000000065,20
12800.0,37640.0,4147.0,54587.0,-120.99999999999999,91.1,32.599999999999994,2.700000000000003,-0.9453125,0.24202975557917109,0.786110441282855,0.004946232619488162,export-roasts_PR-6552.xls,1454.0499999999975,20
12800.0,37520.0,3026.0,53346.0,-124.80000000000001,92.50000000000001,31.0,-1.2999999999999972,-0.9750000000000002,0.24653518123667384,1.0244547257105088,-0.002436921231207583,export-roasts_PR-6553.xls,2168.5999999999785,20
12800.0,37710.0,4626.0,55136.0,-122.0,88.8,34.79999999999998,1.59999999999998,-0.953125,0.2354813046937152,0.7522697795071333,0.002901915264074253,export-roasts_PR-6573.xls,1370.1,50
12420.0,34200.0,3603.0,50223.0,-123.5,88.8,32.599999999999994,-2.1000000000000085,-0.9943639291465378,0.2596491228070175,0.9048015542603384,-0.004181351173765025,export-roasts_PR-6574.xls,1833.0499999999997,50
12800.0,37540.0,2917.0,53257.0,-120.89999999999999,91.0,30.099999999999994,0.20000000000000284,-0.9445312499999999,0.24240809802876928,1.0318820706205003,0.0003755374880297479,export-roasts_PR-6575.xls,1877.2500000000002,50
12800.0,37550.0,2781.0,53131.0,-121.30000000000001,91.5,30.0,0.19999999999998863,-0.9476562500000001,0.24367509986684419,1.0787486515641855,0.00037642807400573795,export-roasts_PR-6576.xls,1698.7499999999989,50
12800.0,38000.0,7980.0,58780.0,-130.1,87.5,40.19999999999999,-2.4000000000000057,-1.01640625,0.2302631578947368,0.5037593984962405,-0.004083021435862548,export-roasts_PR-6577.xls,4667.100000000006,50
12800.0,37920.0,7135.0,57855.0,-119.9,86.3,39.0,5.3999999999999915,-0.93671875,0.22758438818565402,0.5466012613875262,0.009333679025149064,export-roasts_PR-6578.xls,3451.000000000005,100
12800.0,37720.0,5085.0,55605.0,-123.5,89.00000000000001,36.0,1.5000000000000142,-0.9648437500000001,0.23594909862142102,0.7079646017699115,0.0026975991367683017,export-roasts_PR-6579.xls,1711.0499999999874,30
12800.0,37690.0,5155.0,55645.0,-126.7,88.30000000000001,32.5,-5.8999999999999915,-0.9898437500000001,0.23427964977447602,0.6304558680892337,-0.010602929283852982,export-roasts_PR-7170.xls,1487.7999999999986,30
12800.0,37860.0,6540.0,57200.0,-118.69999999999999,85.89999999999999,37.599999999999994,4.799999999999997,-0.9273437499999999,0.22688853671421022,0.5749235474006116,0.008391608391608386,export-roasts_PR-7186.xls,2565.75,100
12800.0,37730.0,4941.0,55471.0,-123.1,88.1,35.5,0.5,-0.96171875,0.23350119268486613,0.7184780408824125,0.0009013718880135567,export-roasts_PR-7187.xls,1678.6499999999996,30
12800.0,37720.0,5330.0,55850.0,-123.4,87.19999999999999,35.5,-0.700000000000017,-0.9640625,0.23117709437963943,0.6660412757973734,-0.0012533572068039696,export-roasts_PR-7188.xls,1971.1499999999958,100
12800.0,37760.0,5785.0,56345.0,-125.7,87.69999999999999,36.099999999999994,-1.90000000000002,-0.9820312500000001,0.23225635593220337,0.6240276577355228,-0.0033720827047653205,export-roasts_PR-7391.xls,2152.3999999999987,20
12800.0,37600.0,3689.0,54089.0,-125.00000000000001,89.4,33.0,-2.6000000000000085,-0.9765625000000002,0.23776595744680853,0.8945513689346707,-0.004806892344099555,export-roasts_PR-7392.xls,1482.1499999999994,20
12800.0,37810.0,6319.0,56929.0,-120.60000000000001,86.19999999999999,32.900000000000006,-1.5000000000000142,-0.9421875000000002,0.22798201533985712,0.5206520018990347,-0.0026348609671696574,export-roasts_PR-7396.xls,2412.0499999999997,100
12800.0,37710.0,5425.0,55935.0,-114.30000000000001,86.10000000000001,34.5,6.299999999999997,-0.89296875,0.228321400159109,0.6359447004608295,0.01126307320997586,export-roasts_PR-7397.xls,2192.95,100
12800.0,37830.0,6505.0,57135.0,-122.0,84.50000000000001,36.400000000000006,-1.09999999999998,-0.953125,0.22336769759450176,0.5595695618754805,-0.0019252647238995012,export-roasts_PR-7399.xls,2581.9999999999977,100
12800.0,37770.0,6055.0,56625.0,-123.9,86.3,35.80000000000001,-1.7999999999999972,-0.96796875,0.22848821816256287,0.5912469033856319,-0.0031788079470198623,export-roasts_PR-7454.xls,2009.3499999999972,100
12800.0,37740.0,5695.0,56235.0,-125.3,87.5,35.30000000000001,-2.499999999999986,-0.9789062499999999,0.23184949655537893,0.6198419666374014,-0.004445629945763289,export-roasts_PR-7455.xls,1730.4499999999969,30
12800.0,37760.0,5875.0,56435.0,-124.19999999999999,86.8,35.89999999999998,-1.5000000000000142,-0.9703125,0.22987288135593217,0.6110638297872337,-0.0026579250465137137,export-roasts_PR-7456.xls,1987.4999999999966,100
12800.0,37670.0,5245.0,55715.0,-125.39999999999999,88.6,34.5,-2.299999999999997,-0.9796875,0.23520042474117334,0.657769304099142,-0.004128152203176877,export-roasts_PR-7457.xls,1452.0499999999956,30
12800.0,37620.0,4310.0,54730.0,-127.1,89.60000000000001,33.69999999999999,-3.799999999999997,-0.99296875,0.2381711855396066,0.781902552204176,-0.0069431755892563445,export-roasts_PR-7458.xls,1433.2999999999845,30
12800.0,38000.0,7197.0,57997.0,-125.5,84.60000000000001,34.900000000000006,-5.999999999999986,-0.9804687499999999,0.22263157894736843,0.48492427400305693,-0.010345362691173657,export-roasts_PR-7459.xls,5950.1,100
12800.0,37750.0,5785.0,56335.0,-125.4,87.69999999999999,35.30000000000001,-2.4000000000000057,-0.9796875,0.23231788079470195,0.6101987899740711,-0.004260228987308078,export-roasts_PR-7505.xls,1945.7499999999945,30
12800.0,37800.0,6235.0,56835.0,-128.70000000000002,88.69999999999999,35.19999999999999,-4.80000000000004,-1.0054687500000001,0.23465608465608462,0.5645549318364071,-0.00844550013196101,export-roasts_PR-8253.xls,2552.2499999999964,30
12800.0,37590.0,4255.0,54645.0,-126.10000000000001,89.0,32.0,-5.1000000000000085,-0.9851562500000001,0.23676509710029264,0.7520564042303173,-0.009332967334614344,export-roasts_PR-8364.xls,1446.8500000000006,30
12800.0,37600.0,4435.0,54835.0,-126.4,88.9,32.400000000000006,-5.099999999999994,-0.9875,0.23643617021276594,0.7305524239007893,-0.009300629160207886,export-roasts_PR-8368.xls,1455.149999999997,30
12800.0,37560.0,3985.0,54345.0,-125.5,89.7,31.900000000000006,-3.8999999999999915,-0.9804687499999999,0.2388178913738019,0.8005018820577167,-0.007176373171404897,export-roasts_PR-8370.xls,1719.9999999999964,30
12800.0,37850.0,6865.0,57515.0,-130.0,86.19999999999999,36.400000000000006,-7.400000000000006,-1.015625,0.22774108322324965,0.5302257829570285,-0.012866208815091724,export-roasts_PR-8454.xls,2679.0999999999985,100
12800.0,37820.0,6415.0,57035.0,-126.9,87.7,34.30000000000001,-4.8999999999999915,-0.99140625,0.2318878900052882,0.5346843335931413,-0.008591215920049078,export-roasts_PR-8491.xls,2456.4999999999995,100
11600.0,11310.0,2628.0,25538.0,-102.3,74.9,34.5,7.1000000000000085,-0.881896551724138,0.6622458001768348,1.3127853881278537,0.02780170725976979,export-roasts_PR-8515.xls,9945.45,100
12800.0,37860.0,6955.0,57615.0,-126.30000000000001,86.2,36.0,-4.1000000000000085,-0.9867187500000001,0.22768092974115162,0.5176132278936018,-0.007116202377853004,export-roasts_PR-8627.xls,2764.199999999998,100
12800.0,37860.0,6955.0,57615.0,-127.5,87.39999999999999,36.0,-4.1000000000000085,-0.9960937499999999,0.23085050184891703,0.5176132278936018,-0.007116202377853004,export-roasts_PR-8642.xls,3000.7499999999995,100
12800.0,37680.0,5245.0,55725.0,-130.8,89.80000000000001,33.900000000000006,-7.099999999999994,-1.021875,0.23832271762208068,0.6463298379408962,-0.012741139524450416,export-roasts_PR-8643.xls,1579.749999999998,30
12800.0,37650.0,4885.0,55335.0,-131.7,89.99999999999999,32.69999999999999,-9.000000000000014,-1.02890625,0.23904382470119517,0.6693961105424767,-0.016264570344266763,export-roasts_PR-8644.xls,1476.8499999999983,30
12800.0,38000.0,11675.0,62475.0,-127.1,82.10000000000001,41.80000000000001,-3.1999999999999744,-0.99296875,0.21605263157894739,0.35802997858672386,-0.00512204881952777,export-roasts_PR-8645.xls,7036.349999999999,100
12800.0,38000.0,8795.0,59595.0,-132.3,85.0,37.900000000000006,-9.400000000000006,-1.03359375,0.22368421052631576,0.43092666287663456,-0.015773135330145155,export-roasts_PR-8646.xls,4536.4,30
12800.0,37910.0,7405.0,58115.0,-134.4,88.79999999999998,33.099999999999994,-12.500000000000028,-1.05,0.23423898707465043,0.4469952734638757,-0.021509076830422486,export-roasts_PR-8647.xls,4127.25,30
12800.0,37790.0,6325.0,56915.0,-129.6,89.8,31.30000000000001,-8.499999999999986,-1.0125,0.23762900238158244,0.4948616600790516,-0.014934551524202734,export-roasts_PR-8648.xls,2748.75,30
12800.0,38000.0,10185.0,60985.0,-126.1,83.0,40.20000000000002,-2.8999999999999773,-0.98515625,0.21842105263157893,0.3946980854197351,-0.004755267688775891,export-roasts_PR-8662.xls,5639.0,100
12800.0,37730.0,5311.0,55841.0,-130.39999999999998,89.6,34.69999999999999,-6.099999999999994,-1.0187499999999998,0.2374768089053803,0.6533609489738277,-0.010923873139807659,export-roasts_PR-8671.xls,1861.3499999999967,30
12800.0,37700.0,5515.0,56015.0,-123.19999999999999,88.8,34.10000000000002,-0.29999999999996874,-0.9625,0.2355437665782493,0.6183136899365371,-0.0005355708292421115,export-roasts_PR-8738.xls,1757.2999999999975,30
12800.0,37410.0,2365.0,52575.0,-126.79999999999998,96.3,25.600000000000023,-4.899999999999963,-0.9906249999999999,0.25741780272654374,1.0824524312896415,-0.00932001902044691,export-roasts_PR-8875.xls,2188.5499999999984,30
12580.0,30870.0,3895.0,47345.0,-127.1,91.2,27.30000000000001,-8.59999999999998,-1.0103338632750396,0.2954324586977648,0.7008985879332481,-0.018164536909916526,export-roasts_PR-8880.xls,1754.4500000000003,30
10380.0,30780.0,4615.0,45775.0,-128.5,90.50000000000001,28.900000000000006,-9.09999999999998,-1.2379576107899808,0.29402209226770637,0.6262188515709644,-0.019879847078099356,export-roasts_PR-8883.xls,1115.0500000000002,30
12800.0,37370.0,1825.0,51995.0,-129.2,97.8,24.899999999999977,-6.500000000000014,-1.009375,0.2617072518062617,1.3643835616438342,-0.012501202038657589,export-roasts_PR-8890.xls,2368.6000000000004,30
12800.0,37590.0,4075.0,54465.0,-131.2,95.4,28.80000000000001,-6.999999999999972,-1.025,0.25379090183559455,0.7067484662576691,-0.012852290461764384,export-roasts_PR-8891.xls,1816.9999999999995,30
12800.0,37500.0,3175.0,53475.0,-126.20000000000002,95.0,27.30000000000001,-3.9000000000000057,-0.9859375000000001,0.2533333333333333,0.8598425196850397,-0.007293127629733531,export-roasts_PR-8892.xls,1425.6999999999998,100
12800.0,36830.0,1765.0,51395.0,-125.6,97.10000000000001,24.299999999999983,-4.200000000000003,-0.98125,0.2636437686668477,1.376770538243625,-0.008172001167428744,export-roasts_PR-8893.xls,2396.8000000000006,30
12800.0,34730.0,3445.0,50975.0,-128.6,94.39999999999999,26.0,-8.200000000000003,-1.0046875,0.27181111431039445,0.7547169811320755,-0.01608631682197156,export-roasts_PR-8894.xls,1638.3000000000006,30
12800.0,32420.0,4525.0,49745.0,-126.60000000000001,90.6,28.400000000000006,-7.6000000000000085,-0.9890625,0.2794571252313387,0.6276243093922653,-0.015277917378631035,export-roasts_PR-8895.xls,1294.95,100
